text,nama paslon
"Pak mahfud unggul sekali dalam berbicara tidak ngotot, Memang ada yang perlu di bereskan.<br><br>Kalo gibran belum berani Nyentil Koruptor ketika ngomong ekonomi. jadinya di slepet terus sama cak imin.<br>mantap saya pilih Pak Anis No 1",mahfud md
Mahfud ngomong apasi yg disuruh menyampaikan visi misi malah cerita wkwwkwk,mahfud md
"menurut saya, yang paling berisi dan kongkret adalah penyampaian prof mahfud dan muhaimin, pernyataanya berdasar lapangan, karena mereka praktisi senior. ngak akan ngomong muluk2 karena  mereka sadar kondisi lapangan dan mereka tidak merendahkan karena takut kalau ternyata lapangan nanti tidak mendukung janji mereka. kita bisa beretorika bebas di debat, tapi ingat yang dilawan adalah sistem yang tidak mudah di lawan.",mahfud md
"Pak mahfud cuma ngomong panjang lebar tentamg pemberantasan korupsi , terus  apa yg bapak  buat selama ini sebagai penegak hukum mengapa  msh bnyk hukum tajam kebawah tumpul ke atas..",mahfud md
Pak mahfud medok ngomong persis wong duroðŸ˜‚,mahfud md
Ganjar kostum lenong ...ðŸ—¿<br>Mahfud out of the box ngomongin Visi misi malah ngedongengin koruptor ...ðŸ¤£,mahfud md
mahfud hanya pandai ngomong,mahfud md
Mantab enak kalau denger Gibran atau pak Mahfud ngomong ya pinter-pinter,mahfud md
Mahfud MD jelas tidak pintar ngomong tapi nyata pekerjaan nya saya dari Sumatra Utara bangga sama pak Mahfud MD luar biasa sederhana dan tepat bicara nya impor beras ternyata ulah bapak nya Gibran oo.. diduga,mahfud md
Jangan bicara SE enak nya p Mahfud...klw penghasilan nya emang petani  kita siapa berhenti ngomong sok tau...,mahfud md
"Cak imin kayaknya  tiap ngomong nyinyir melulu.... tdk ada program yg jelas, hanya normatif.. Pak Mahfud jawaban nya keren, pak gibran kok gitu thd org tua, kayak tdk ada tata krama nya",mahfud md
ngomong apa si pak mahfud ðŸ˜‚,mahfud md
Inilah mahfud  berhati hati berbicara  fan asli bapaknya gibran ngomong doang jokowidodo kirim bahan mentah terus ah...ah...Inilah seperti jokowidodo  betul pak MAHFUD cerdas tenanâ¤â¤â¤â¤â¤â¤â¤â¤â¤â¤â¤â¤â¤â¤â¤â¤â¤â¤â¤â¤â¤,mahfud md
"Malas kali aku nengok Gibran ini hanya modal ngomong aja,modal pak Jokowi ya mau gimana lagi.semoga tdk ada lagi cawapres yg hanya modal orangtua tapi benar&quot; mumpuni step by step.kala prof Mahfud sudah sangat terbukti jejak karirnya semoga masyarakat  memilih yg sudah teruji",mahfud md
Pak Mahfudz jozzzz tak asal ngomong....,mahfud md
Dari ketiga cawapres cuman bapak Mahmud yang pidatonya banyak bacaðŸ˜…anak SD juga bisa kalau ngomong dengan pegang catatan ðŸ¤£ cak Imin dan Gibran masih mending bisa ngomong terang-terangan tanpa Liat catatan ðŸ¤£,mahfud md
"Pak mahmud kerja selama 5 tahun ngapain aja kok ngomongin banyak korupsi, Gibran sangat keren tapi lebih keren pak Anis tetep presiden 2024",mahfud md
"Saya pengagum pak mahmud MD tp kali ini ngaco ngomong nya pak, Saya Sedih ðŸ˜ª",mahfud md
Ngomong terbata bata no. 3 pak mahmud.. Katanya prof tapi cerdas lantang.. Tegas ngomong nya gibran.. Luar biasa,mahfud md
Pak mahmud sudah banyak tau tentang apa yg berlaku.saya rsa beliau sdh siapkan cara untuk menangani masalah .pak gibran jg anak muda yg luar biasa..lihat pak gibran seperti sdg menonton pakde jokowi lg ngomong,mahfud md
Imin sama si mahmud gak jelas dari awal ngomong ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,mahfud md
Mahfud md nampak kali ilmu nya kadaluarsa,mahfud md
Mahfud paling bijak malem ini gibran malah blunder gak nyambung jawab pertanyaan soal bapaknya ðŸ˜¢,mahfud md
"mahfud debat dengan data, pengalaman bukan hanya Gimik",mahfud md
Mahfud disuruh sampaikan visi misi malah dakwah,mahfud md
"Mahfud md kelihatan wibawa, ilmu, pengalaman dan seniornya, gibran bagus tapi masih junior dibanding cak imin dan mahfud. Lihat gibran dan mahfud seperti lihat guru sedang diskusi sama muridnya. Tinggal pilih org yg lebih berpengalaman dan ilmu dengan jam terbang yg tinggi atau anak muda hg visioner",mahfud md
Mahfud: selama ini kerja bpk apa?,mahfud md
Mahfud bohong gk ada yg banyak bunuh diri disini banyak yg gk bayar bohong sumpa bohong,mahfud md
"mahfud ditanya visi misi dan program kerja malah curhat, programnya apaan coooyy ??? minum kopi dulu lu",mahfud md
Mahfud md fokus brantas korupsi,mahfud md
"Mahfud terlalu munafik di saat dalam lingkaran penguasa saat ini, kenapa kalau hal salah di diamkan",mahfud md
Mahfud kan yang di tanya misi misi kok malah cerita ttg korupsi.,mahfud md
Mahfud blm pernah membohongi rakyat sudah pasti kami bersama ganjar mahfud berani bersih itu kren,mahfud md
Mahfud MD &gt; kapasitas diatas rata2<br>Gibran &gt; menjawab rasa penasaran publik<br>Cak imin &gt; punchline,mahfud md
Mahfudz berani tegas pada korupsi yg lainnya muter-muter,mahfud md
"Mahfud MD, Jozz<br>ahli hukum, tidak diragukan lagi Integritasnya",mahfud md
Mahfud berbicara kebenaran di lapangan.<br>No. 1 dan 2 kebanyakan teori.,mahfud md
Mahfud sumpah argumennya keren ðŸ‘ðŸ‘ðŸ‘,mahfud md
Mahfud kok curhat yaa.. Di suruh visi misi ðŸ˜… dia malah curhat mslh korupsiðŸ˜£,mahfud md
Mahfud isi nya ky cerita curhat<br>Cak imin slepet2ðŸ˜‚ <br>Singkat padat berisi GibranðŸ˜…,mahfud md
Mahfud penutup nya paling BADASSSS ðŸ”¥ðŸ”¥ðŸ”¥ðŸ˜ mantappp program nya jelas  konkrit terarah 3ï¸âƒ£,mahfud md
"Mahfud hanya senyam senyum ketika mendengar jawaban 1 dan 2,dari awal sampe akhir ðŸ˜‚ðŸ˜‚",mahfud md
"Mahfud ngak ngerti carbon storage di kiranya es balokðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚, uraaaaaa",mahfud md
Mahfud md kok agak blunder ya gak sesuai sama konteks nya malah jadi bahas korupsi wkw,mahfud md
"Mahfud MD.lebih kompeten dan sudah sangat menguasai teknis, bukan retorika kata kata..<br><br>Untuk itu Paslon Ganjar Mahfud lebih layak..",mahfud md
"Mahfud md bukan menyampaikan visi misi,yang disampaikan kinerja saat ini yg Amburadul dari yg disampaikan",mahfud md
Mahfud MD ini aneh kan beliau pun pejabatnya berarti dia juga dong ikut dlm ke ilegalannya upppsss ðŸ˜…,mahfud md
Mahfud koc gak ada Jawaban nyaðŸ˜‚ðŸ˜‚ðŸ˜‚,mahfud md
"mahfud ini aneh banget. dari isi debat, beliau tuh kayak menentang program&quot; pemerintah yang sedang berjalan sekarang dan menjelek2an seolah2 ga setuju dengan kepemimpinan yang ada sekarang, tapi beliau kenapa masih bertahan di menkopolhukam di bawah kepemimpinan orang yang dia anggap program dan hasil kerjanya buruk seperti yang dia sebut2 selama debat. kayak 2 muka banget jadinya",mahfud md
"mahfud jawab pertanyaan receh, plus bilang jawbaan gibran ngawur, tp dia gabisa menjelaskan, sekelas prof seperti itu? wkkwk",mahfud md
Mahfud itu liat contekan nyampain Visi misi nya. Bloon tuh keliatan ga becusnya ngurus negara,mahfud md
Mahfud kena mental,mahfud md
Mahfud kbnyakan baca buku ujung2nya ga jdi apa2ðŸ˜‚,mahfud md
Mahfud md kebanyakan ceramahðŸ˜‚ðŸ˜‚ðŸ˜‚,mahfud md
Mahfud kena mental gak mau jawabbb ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,mahfud md
"Mahfud sudah kasih respect saat tanya, edan ini masih diledek juga. Harus minta bantuan cak Imin selepet dong itu ðŸ˜‚ðŸ˜‚ðŸ˜‚",mahfud md
MAHFUD MD kok tidak malu ya dia masih bagian dari pemerintah tapi menjelek2an pemerintah sebegitunya demi jabatan. Kalo memang orang berintegritas seharusnya tegas keluar dulu dari jabatan sebagai menteri. Jabatan menteri dan gaji serta kekuasaan sebagai menteri masih mau dan nggak mau nglepas tapi koar2 menjelek2an pemerintah,mahfud md
Mahfud MD mukanya menyepelekan ga jelas tua tua keladi nyari musuh pantes ga ada yang milih,mahfud md
"Mahfud bilang pertanyaan receh ga ada guna nya dijawab, berarti ga peduli dengan masalah yg sedang dialami",mahfud md
"Mahfud MD ini sangat aneh, disaat debat dgn Mas Gibran selalu membuat narasi bahwa yg dikerjakan Pemerintahan Pak Jokowi salah dan gagal. Namun disaat Konfrensi Pers, Mahfud MD menyanjung keberhasilan kinerja Bapak Presiden Jokowi. Dan yg paling menjijikkan dia mengatakan dengan pengalaman nya bekerja bersama Pak Jokowi bisa dipakainya untuk modal kerja apabila menang pemilu 2024.",mahfud md
mahfud berbicara goyang goyang kayak goyang banciðŸ˜‚ðŸ˜‚,mahfud md
"Mahfud banyak tahu hal&quot; Jelek yg dilakukan oknum di negara ini, tapi pengecut dan seorang yg pesimis, pantes polhukam tidak becus",mahfud md
Mahfud md di akhir bnyak omong banyak janjiðŸ¤¦ðŸ»â€â™€ï¸ðŸ¤¦ðŸ»â€â™€ï¸yakin 5 tahun bisa begitu?? Paling juga banyak masalah entar udah males denger&quot; janji&quot; palsuðŸ¤¦ðŸ»â€â™€ï¸ðŸ¤¦ðŸ»â€â™€ï¸,mahfud md
Mahfud debat pakai data.. yg lain debat asal ngerocos,mahfud md
Mahfud kox lain gaya nya.muka nya kayak gak ada aura cerah gtu,mahfud md
"Mahfud yg biasanya jadi panutan saya,hari ini kurang gereget..masih teriak2 korupsi yg ada sampai saat ini...terus dia jadi mentri selama ini ngapain...",mahfud md
mahfud ngapain di akhir bnyak cerita angan2 kemauan kan memang shrusnya bukan jdikan buat angan2 dan janji ðŸ˜¢ PRAGIB 2,mahfud md
"Mahfud MD dan Gibran sama2 pintar, tapi kemampuan pak Mahfud kayaknya lebih spesifik dan Kemampuan gibran berbagai banyak hal lebih cocok memimpin..",mahfud md
Mahfud MD omongan nya kyk mengarang/mikir dulu kebanyakan ee sama me&quot; kalau Gibran jawab langsung kyk kemungkinan jujur,mahfud md
Mahfud Mahfud yang lainya sopan manggil pak Gibran kok anda aja yg manggil mas dasar ga tau attitude,mahfud md
"Mahfud ga ngerti bahasa hukumnya sendiri<br><br>Gw ngerti apa mksud gibran,kaya omni bus law bus berjalan lambat<br>Carbon itu mesin mobil modern qta tak perlu bicarakan naskah pak mahfud<br><br>Lu artiin mksud gibran,saya tau maknanya sama sperti pak mahfud mengajarkan bis berjalan dlm bahasa hukum,wkwk<br><br><br>Malam ini full gibran yah??",mahfud md
"Mahfud dan cak imin visinya masih ngawang2 nggak jelas, visi Gibran paling jelas. Maaf, saya pindah ke gibran aja",mahfud md
Mahfud MD menguraikan da menjelaskan dengan tegas dan pasti maka kami   rangkul  nomor 3  yang kami pilih .â¤â¤â¤,mahfud md
"Mahfud Karna kebanyakan makan Sate Jadi nya ya semafud, kena serangan darah tinggi, Sok2 an kayak udah Pinter sendiri, padahal cuma bnyak Omong aja ,tapi kerja 0",mahfud md
Mahfud disuruh gagasan malah curhat,mahfud md
Mahfud MD mantap. Paling realistis dan membongkar fakta di lapangan. Kita butuh eksekutif yang seperti ini. Bukan lagi yang fokus pada konsep dan gagasan saja.,mahfud md
Mahfud sangat pengalaman mengenai negara sangat besar,mahfud md
"Mahfud diminta menyampaikan Visi Misi dan Program Kerja malah curhat, malah pidato. Kasian bpk prof.<br>Cak Imin apalagi malah cocok pidato dpn anak2.",mahfud md
"Mahfud disini lebih baik dari Gibran, dan amin jauh ketinggalan di debat ini, harus di akui Mahfud lebih unggul jika kalian mengerti yang di debat kan ini. Tapi tetap saya pilih nomor 2",mahfud md
Mahfud mengenakan pakaian adat...langsung tidak sreg lagi dukung beliau,mahfud md
Mahfud MD tetap The Best pengalaman berkerja berkarya utk NKRI menjadi acuan utk menjadi RI 1 dg pengalaman berkerja sebagai Eksekutif Legislatif dan Yudikatif Trias Politika akan menjadi modal utama Mahfud MD memimpin NKRI bersama Ganjar Pranowo The Best RI 1.,mahfud md
Mahfud banyak ceritaðŸ˜‚,mahfud md
Mahfud bukan menyampaikan visi misix tpi bercerita,mahfud md
"Mahfud pling mantap pokokÂ¥ dech,trus Muhaimin yg terakhir gibran  jelas skli  hapalanÂ¥ , anak sekolah mau ujian semester ni yeeee.",mahfud md
Mahfud lupa siapa dibelakang y yg korup ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,mahfud md
"Mahfud yg sudah duduk di pemerintahan yg punya wewenang dlm memberi kebijakan masalah hukum, itupun tidak dilaksanakan dg baik. <br>Klau cuma janjiÂ² sih semua orang juga bisa, tapi harus yg realistis donk pak. Jangan terlalu muluk.",mahfud md
Mahfud management nda becus! Pelayanan sangat buruk !,mahfud md
mahfud bicara koupsi..padahal pdi sarangnya koruptor ðŸ˜,mahfud md
MAHFUD Tipikal KakekÂ² PENDIAM (tidak ingin menjalankan tugas Kontribusi)ðŸ˜‚ðŸ‘ŽðŸ»,mahfud md
"Pak mahfud bagus cara menjawabnya, cak imin terlihat sudah memperbaiki cara menjawab dan debat, gibran kayaknya perlu belajar lagi cara bertanya, menjawab dan paling penting dalam menjaga etika.",mahfud md
Pak mahfud sangat cerdas sesuai dengan gelar Profesornya beliau bukan cerdas dalam menyampaikan dan menjawab sesuatu namun beliau juga memang cerdas dalam menguasi panggung beliau bgaikan kapten panggung debat capres saat ini saya akui walaupun saya bukan pendukung paslon 03 semoga semua debat ini dapat menjadikan warga indonesia semakin cerdas dan berjiwa bhineka Tunggal ika  stelah pemilihan nanti karna siapapun presiden dan wakilnya kita tetap warga indonesi yg harus bersama2 membangun dan menjaga kedaulatan NKRI  Merdeka kita harus merdeka lahir dan batin <br>........ ðŸ¤²,mahfud md
Pak mahfud tidak semua dia tahu kebutuhan rakyat indonesia.,mahfud md
Pak mahfud bicaranya lambat tapi kinerjanya mantap...si pendekar hukum dari madura...jika pak mahfud terpilih hati hati koruptor...yg setuju like n komen...,mahfud md
Pak mahfud kelihatan banget emosi nya,mahfud md
"pak mahfud tegas kalau jadi menteri,",mahfud md
"Pak mahfud dan mas gibran pada saat menyampaikan visi misinya bagus, cak imin visi misi kurang tegas malah mengkritik ðŸ˜¢ cak imin punya dendam apa sebenernya ðŸ˜…",mahfud md
"Pak mahfud md menjawab berdasarkan apa yg sdh dialami secara langsung dan masuk ke dalamnya sekaligus jdy lebih paham mudah dan sulitnya sebuah perkara yg ditanyakan krna memang beliau masuk dalam pemerintahan, dan beliau seorang Prof",mahfud md
"pak mahfudz kek gue pas smp ngomngnya patah patah, kek ngehafal script",mahfud md
"pak mahfud misinya ingin memberantas korupsi, tp tdk menjelaskan bagaimana dan apa toolsnya. kalo mmg punya niat seperti itu knp tdk dmulai dari skrg menerapkannya bukankah saat ini pak mahfud bagian dari penegak hukum dan berada dipemerintahan. Ini memgindikasikan bahwa niat saja tanpa tahu caranya dan harus bagaimana sama saja tiada artinya. kurang gereget ahh..misi dlm pmberantasan korupsinya sgt disayangkan..",mahfud md
Pak mahfud MD terlihat sangat tulus dan bahasanya bagus sopan san berdasarkan data. Tapi mohon maaf pak saya lebih condong ke paparan mas gibran paling masuk akal,mahfud md
"Pak mahfud luar biasa, keren ga perlu ngotot tapi substansi nya jelas.",mahfud md
Pak Mahfud ni keliatan dr raut muka nya pencemeeh kalau dengar penjelasan debat dr Gibran. Makin yakin pilih nomor 2ðŸ˜‚,mahfud md
"Pak Mahfud sangat top dalam memberikan jawaban ataupun memberikan pertanyaan, tapi saya tetap pilih no 2",mahfud md
Pak Mahfud bagus banget debat nya. Pilih no 03.,mahfud md
Pak mahfud gagasan dan visi misinya apa saja soalnya tdi gak kedengaran tpi kedengarannya kaya sindiran smua ini,mahfud md
"Pak mahfud sangat cocok jd penasehat negara, pak mahfud tau seluk beluk koruptor. Mas gibran sy kagum sama kamu, hebat diluar dugaan, sy mmg pendukung pak prabowo tanpa hrs melihat mu tp skrg sy yakin kamu hebat mas gibran mendampingi pak prabowo. INSYA ALLAH jd presiden &amp; wakil presiden 2024, Aamiin ðŸ¤²",mahfud md
"Pak Mahfud logat maduranya mantap, saya bangga jadi orang madura",mahfud md
PAK MAHFUD LEBIH RASIONAL MENJAWAB,mahfud md
"Pak mahfud paling the best penyampaian visi misi dan closing statementnya tenang jelas dan bisa di fahami, taat waktu taat peraturan, argument jawaban, dan pertanyaannya sesuai substansi tema, sopan dan menghargai jawaban2 paslon lain.",mahfud md
"Pak mahfud tau kesalahannya dari situ,lalu knp gk ditindak lanjuti... pdhl prof punya wewengan untuk itu krna prof adlh menko nya... <a href=""https://www.youtube.com/watch?v=NbVudON5cDE&amp;t=7040"">1:57:20</a>",mahfud md
"Pak Mahfud MD paling berkharisma pada debat cawapres kemarin,,, saya kagum dan mendukung beliau,,,,,, ðŸ‘ðŸ‘ðŸ‘",mahfud md
Pak Mahfud The Best!! Query dan jawabannya jelas dan berbobot.<br>Yg lain cm mencoba terlihat cerdas aja!!,mahfud md
Pak mahfud jawabnya selalu tepat waktu...mencirikan bahwa bliau memiliki visi misi tepat sasaran brsama pak ganjar...,mahfud md
"Pak Mahfud memang cocok jadi menko polhukam bukan jadi cawapres, bukan apa2 memang pas dengan karakter beliu yg tegas dalam memberantas korupsi",mahfud md
"Pak Mahfud akhirÂ² jabatannya malah menyerah pada keadaan,,, gak brani bertindak macemÂ².... yaa gimana ya, disuruh bapak",mahfud md
Pak mahfud disuruh penyampaian visi misi malah bicara korupsi ngak nyambungðŸ˜‚ðŸ˜‚ðŸ˜‚,mahfud md
"Pak mahfud paling muluk janjinya, kasian klau kepilih dosanya jd banyak karna janji yg berlebihan,untuk itu sy putuskan pilih&quot;PRABOWO GIBRANâ¤",mahfud md
Pak Mahfud tidak nyambung dengan pertanyaan...,mahfud md
"Pak Mahfud dalam pertanyaan untuk jawabannya tidak nyambung dengan pertnyaan,,,",mahfud md
Pak mahfud ini kurang ngapal materi apa gimana sampr baca buku terus ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,mahfud md
Pak mahfud kurang mengerti tentamg ekonomi,mahfud md
"Pak mahfud md , menghina pertanyan mas gibran Recehan ,justru pertayaan recehan itu dari rakyat2 kecil yg belum terpecahkan ,kenapa gk perlu di jawab",mahfud md
"Pak Mahfud kok nggak sadar diri, sebagai koordinator penegakan hukum saat ini?<br>Sudah sebagai Menkopolhukam saja tidak sanggup.<br>Malah menyalahkan pemerintah, tapi selain dirinya sendiri.<br>Semua salah, kecuali dirinya katanya, tapi masih di pemerintahan dia, nggak mau keluar kabinet. ðŸ˜<br><br>Apa memang sekacau itu kualitas profesor Indonesia ya?<br><br>Hancuuuuuuurrrrrrrrr  lebuuuuurrrrrrrr....   ðŸ˜‚",mahfud md
"Pak mahfud ini demi ambisi kekuasaan, rela berprilaku munafik.. anda juga bagian dari pemerintah.. sebelum anda ditunjuk jadi cawapres, anda menyanjung2 kinerja pak jokowi. Sekarang anda kritik pemerintah, karena anda cawapres antitesa pak jokowi.. kasian sekali anda pak prof..",mahfud md
"Pak Mahfud sebenernya mau mengkritisi pemerintahan Joko. Tp gak enakan. <br>cak imin tenang menjawab tidak balas sentilan gibran<br>gibran lagi2 pake trik receh, sgt blm layak.",mahfud md
"pak mahfud ini wakil presiden, sudah tau banyak yg ilegal, udah tau bekinganya aparat, trs knapa masih didiamkan? susahnya apa nangkep mafia, aparat, koruptor. udah tau kan orangnya. gimana mau mimpin kalo sama mafia aja takut",mahfud md
Pak Mahfud md. PrfectðŸ‘ðŸ‘ â¤â¤ kerja nyata bkn bnyk kataðŸ‘ðŸ‘ðŸŽ‰ðŸŽ‰ðŸŽ‰ðŸ¤ŸðŸ¤ŸðŸ¤Ÿ,mahfud md
"Pak mahfud MD sangat baik menyampaikan cita cita bangsaðŸ˜¢, memang sayang sekali pemerintah nya era bapak gibran, sakit",mahfud md
"Pak mahfud yg recehÂ²,<br>Debat yg berlangsung kemaren paling tidak 90% kami rakyat indonesia menonton pak prof.<br>Gk bisa jwb pertanyaan mas gibran di bilang pertanyaan receh..ðŸ˜…",mahfud md
Pak mahfud ini aneh bnyk kritiki hukum dan pemerintah padahal yg jabat menkopolhukamnya pak mahfud sendiri dan dia termasuk dlm jajaran kabinet pemerintahan...beda klo dia oposisi dan gak gabung pemerintahan. Klo gni kan sama aja dengan ngasih contoh jelek bagi masyarakat indonesia,mahfud md
Pak Mahfud bilang g ada gunanya menjawabðŸ˜… lah ini debat kok g mau jawabðŸ˜… ekonomi hijau beda dengan inflasi hijau. Bahasa inggrisnya aja bedaðŸ˜…,mahfud md
"pak mahfud hebat semua tanggapan dijawab berdasarkan pengalaman beliau, saya sangat paham maksud beliau apa yg dimaksud pertanyaan berkualitas, dimana perlu ada critical thinking. bukan sekadar pertanyaan menjebak dan tebak tebakan definisi. rasanya debat kurang dapat dinikmati jika situasinya terbatas dalam perspektif definisi.<br><br>setuju dengan cak imin di mana debat ini seharusnya membahas tentang policy. karena memang itu yg ingin didengar oleh masyarakat yang cerdas. tentang bagaimana visi misi dan program yg ingin diangkat masing2 paslon. salut kepada pak muhaimin menanggapi pertanyaan mas gibran dengan tenang dengan sentuhan humor. <br><br>intinya saya berharap kontestasi debat ke depannya dapat lebih berkualitas lagi dari sebelumnya sehingga kita bisa menilai dengan objektif dengan adu argumen yg selaras dengan topik.",mahfud md
"Pak Mahfud...pak Mahfud...semua ngajak petani dan nelayan tpi sayangnya giliran sdah naik petani dan nelayan serta buruh pasti di lupakan...klau misimu mendukung kaum petani, nelayan dan buruh...mungkin visi misimu itu pasti kebalikannya yakin pasti di tinggalkan lg.sudah basi pak mafud visi misi seperti itu.",mahfud md
Pak mahfud ama pak amin keliatan bgt cerdas dlm jawaban dan pertanyaannyaâ¤,mahfud md
Pak Mahfud belum menjawab pertanyaan,mahfud md
"Pak mahfud nada bicaranya memang biasa, tapi real tegas nyata kerja nyataðŸ˜Š",mahfud md
Pak mahfud selalu tampil luar biasa,mahfud md
"pak mahfud mmg tidak punya kepiawaian dalam public speaking, tapi yg beliau selalu bahas dan sampaikan itu mmg inti2 masalah dan subtansial, karna disamping beliau mengerti regulasi pun beliau praktisi yg memang bersentuhan langsung dgan realita lapangan...",mahfud md
Pak Mahfud ini malah membongkar aibnya sendiri yang punya wewenang pa mahpud di bongkar sendiri gagal total tugas pa pahpud di bongkar sendiri berarti palunya kurang besar x ya?âœŒï¸âœŒï¸ðŸ˜‚ðŸ˜‚,mahfud md
pak mahfud malah dongeng.<br>visi misinya apa pak...?<br>ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,mahfud md
Pak mahfud yg paling mengerti kebutuhan rakyat indonesia,mahfud md
Pak Mahfud sngat bijaksana klihatan cara bliau menanggapi jwban gibran ...salm hormat pak Mahfud,mahfud md
Pak mahfud MD sesuai dengan pengalamannya,mahfud md
Pak mahfud pertanyaannya bagaimana jawabnya gak sesuai pertanyaan mungkin itulah ahli tp bidang lain jadi tidak ahli dibidang yang ditanya,mahfud md
"Pak Mahfud MD paling berkharisma pada debat cawapres kemarin,,, saya kagum dan mendukung beliau,,,,,,",mahfud md
"Pak mahfud mantap, taat aturan dan konsisten  ðŸ‘ðŸ‘ðŸ‘",mahfud md
Pak mahfud tetap semangat dan bersabar karena keganasan dalam berdebat membuat kesalahan menjadi salah dan tidak sopan...dan tetap renda hatiðŸ™ðŸ™ðŸ™ðŸ’ª,mahfud md
"Pak mahfud tahu betul tata cara membangun bangsa, seperti seorang dokter, untuk menyembuhkan orang sakit, dia analisa dulu penyebab penyakitnya kemudian menghilangkan penyakitnya setelah itu dia mendorong orang yang sudah sembuh dari sakit itu untuk berolah raga agar menjadi lebih sehat. Bukan pas sakit disuruh olah raga.",mahfud md
Pak mahfud kenapa nyalonin jadi wapres sih. netral sja pak jadi menkom udah top bgt lohhh,mahfud md
"pak mahfud bicara sesuai pengalaman , dan mas gibran bicara untuk masa depan .. makin yakin dengan pasangan cawapres nomer 2",mahfud md
Pak mahfud selalu bicara realita d lapangan ðŸ‘ðŸ» kalo cmn misalkan2 dan harapan helehhh... Uda janji parpol ðŸ˜…,mahfud md
pak mahfud kmi tidak perlu janji tpi bukti ...klw berjanji hsilnyh nol besar,mahfud md
Pak Mahfud yg bisa menangani permasalahan di Indonesia,mahfud md
Pak Mahfud udah tau banyak korupsi selama anda menjabat di pemerintahan kenapa tidak bisa anda Brantas selama ini kenapa sekarang anda baru bersuara?????selama ini anda kemana pakðŸ˜‚,mahfud md
"Pak Mahfud sebenarnya sudah menjawab dgn baik pertanyaan dari Gibran mengenai carbon storage, betul kata Pak Mahfud dibuat dulu naskah akademiknya dan dibuat diskusi publiknya sebelum dituang menjadi peraturan perundang-undangan",mahfud md
"Pak mahfud punya kapasita untuk menjadi cawapres, pengalaman tidak bisa berbohong..<br><br>gibran keren wawasan luar bisa di umurnya yg masih muda..<br><br>Cak imin jossss.. lanjutkan pak..",mahfud md
"Pak mahfud MD jika dgn pak ganjar akan sangat terhambat idealisme krn pasti tdk bisa berbuat banyak nnt nya. Dulu saya fans beliau, semakin kesini saya lbh milih prabowo-gibran krn lbh jelas independensinya",mahfud md
Pak mahfud yg memenangkan debat ini waktu yg diberikan digunakan pas..... Dan semua jawabannya nyambung......,mahfud md
pak mahfud...terlalu panjang kesimpulannya....itu visi misi bukan kesimpulan,mahfud md
pak mahfud emang lbh tau kondisi indonesia...cuman salah gabung partai...jadinya saya pilih mas gibran saja....anak muda yg mau belajar dan kreatifðŸŽ‰,mahfud md
Pak mahfud yg paling  faham tentang  pemerintahan dn tentang hukum  semangat bpk rakyat â¤â¤â¤â¤,mahfud md
Pak Mahfud jelas kualitas ðŸ¤Ÿ,mahfud md
"yang cerdas dan hatinya sehat pasti pilih yang visioner,dan tidak munafik.,ganjar-mahfud",mahfud md
Mau adu gagasan sampe 100X pun saya sekeluarga tetep bersama GANJAR MAHFUD karena rekam jejak bersih ðŸ˜‡ maju bersama mencerdaskan anak bangsa . ðŸ˜‡ðŸ¤ŸðŸ˜‡ðŸ¤ŸðŸ˜‡ðŸ¤Ÿ,mahfud md
Gagasan Gibran lebih jelas dan cerdas....kalo cak Imin SMA Mahmud malah kaya curhatðŸ˜‚,mahfud md
pak mahmud.. senior dikabinet . otaknya cerdas.,mahfud md
Prof mahfud sama gus imin cakep serasa punggung milik ber2 ngobrol cerdas ðŸ˜Š,mahfud md
Saya Rasa di sini Prof mahfud Adalah Yang yang lebih tau Skil skil Para cawapres ...prof mahfud di sini  sepertinya Hanya ingin tau Siapa yg cocok untuk menjadi Pemimpin dalam arti Prof mahfud di sini malah seperti Mentor mereka Cerdas Prof ...Semoga Prof Tetan Menjadi Menkopolhukan Kalau misalkan tidak jadi presiden Karena saya tau Disini Prof ada<br>lah orang jujur dan bertujuan Baik ..sehat selalu prof,mahfud md
"Hasil debat cawapres :<br>-Gibran; Debat capres-cawapres adalah menggali &quot;visi dan misi kenegaraan arah pembangunan bangsa diberbagi bidang&quot; bagi para calon, bukan cerdas cermat sekali lagi bukan cerdas cermat ....... !!!<br>-Imin;  Membangun minimal 40 kota selevel kota Jakarta selama 5th, dimana nalarnya cawapres ini, nggak pantes jadi cawapres krn koplaaakkk otaknya ........ !!!  Jawabnya cengengesan saja ....... !!! Apalagi pelaksanaan nya ...... ???<br>-Mahfud; profesaor ini sangat baik dan cerdas visi nya dlm berdebat, namun sayang klau jadi  wapres akan menjadi wapres boneka cecunguk mainan seorang nenek  ..... !!!<br>Ayo pikir sendiri ....... silahkan .... !!!",mahfud md
